,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,ENE_A,ESE_A,E_A,NE_A,NNE_A,NNW_A,NW_A,N_A,SE_A,SSE_A,SSW_A,SW_A,S_A,WNW_A,WSW_A,W_A,ENE_B,ESE_B,E_B,NE_B,NNE_B,NNW_B,NW_B,N_B,SE_B,SSE_B,SSW_B,SW_B,S_B,WNW_B,WSW_B,W_B,Spring,Summer,Autumn,Winter
0,0.0,-0.009649351715509916,-0.0033159196591524233,-0.012655892395375744,0.09632002285248509,-0.005954577800986171,-0.00015209295299258035,0.0015001360688993999,0.12302367636764071,0.0052646867325590145,0.019081927296524588,-0.01224579267867355,0.045202294613532895,-0.00779693536036169,0.006261142508206058,-0.008628052047881843,0.0,0.0,0.0,-0.00034186964317927483,0.0,0.006500432529818591,0.0005401077434046504,-0.007858213247539771,0.0,0.0,0.0006399803980602417,0.0006326869054506023,0.0019578450479414066,-0.0003296002932920588,-0.0011987950708601046,0.002095422248021254,0.0,0.00045142843919962163,0.0,0.0,-0.00047868409104261556,-0.0006124427182238503,-0.000940835482913741,-0.0003720089535446069,0.0,0.002430329590364387,-0.0017601755289462374,0.0007941784272462461,0.004312172178343138,0.00256937415025957,-0.00036368855650737017,0.0,-0.00752666676596444,0.008756231129991706,-0.0016834088335575103,0.009397774934768677
1,-0.0010113697598661672,0.02630234544218828,-0.005361475346372245,0.018343457597696875,0.11296938910190962,0.006443963766088868,-0.0005550155734969315,-0.001321533058388825,-0.1646129661214707,-0.014900365063352171,-0.026670643912556566,-0.01665130825881332,0.02675788829830078,0.022339392798286842,-0.014391289876935368,-0.013659298369182137,0.0001635214395517379,0.0,0.0,-0.0003508092340248623,0.0,-0.0007230419338284236,0.0,-0.010421823155942742,0.00026610182345363317,0.0006532565254542556,0.0003250031110899595,0.0006174900119954212,0.002281057735264583,-0.0005049207857883943,-0.001478884851450692,-0.02057522559286247,0.0,0.0,0.0,0.0,0.009160290617344163,-0.0015355915948598745,-0.0012995934188551345,-0.0003034379403008933,0.00029634278579204727,0.0035411286541725023,-0.0017053359290585286,0.0006953873116030128,0.0049388220986808255,-0.00037749514873443676,-0.0005505937591430766,0.0,-0.011226530224611656,0.011557728636325242,0.007122654530210613,-0.006191588938236237
2,0.00010662246056464691,-0.006342501699479089,-0.0005859000221272976,-0.0035247794831151564,0.07539320924704457,-0.012243011518514814,-0.002758355908620917,0.0037597613538075396,0.21381330282606564,-0.00494988282919114,0.002623085177754954,-0.012335270483193002,0.0237504415186482,-0.005484145379033777,0.004760081691303522,-0.008977822385762366,0.0,0.00016105000479808406,0.0,0.0,0.0,-0.0006117939324865882,0.00027349721804263824,-0.007135235262868954,0.00037480921907555255,0.00013364113872082258,0.00034855688107612165,0.0004946906658776692,0.0015912420616249062,0.009774845151850954,-0.001203413072582411,0.0015612815749191876,0.0,0.0004884819195629379,0.0,0.0,-0.00021085471728422847,-0.0009887454133183495,-0.0006896361105642643,-0.0004120291730681076,0.0002709986447241878,0.0027151396263467545,-0.0015097429154454184,0.00039281598486012165,-0.016156578516099782,0.0,-0.00037777219941224145,-0.00016015855258512277,0.016909280875414153,0.008529592176552145,-0.000979319654776475,-0.0045219361782073975
3,0.0,-0.0032329804257159307,0.0,0.008769563373974101,0.10419310969469155,0.01439142316919002,0.0036961463571802255,-0.001982815617969528,-0.07267278086231997,-0.014181512171712228,-0.07978094431952595,-0.016407504539008768,0.025493033772398727,-0.0005261994745984753,0.0011698321009171399,0.02795694538468535,0.0,0.0,0.0,-0.0004659892311025575,0.0,-0.0005445520176966433,0.0,-0.010461965042183018,0.0,0.0006181594091663311,0.000644308805207383,0.00041338532464400905,-0.03123013700030415,-0.0008198434651023649,-0.0013902927402319,0.0026485665304572755,0.0,0.0,0.0,0.0,0.0,-0.0015766188003974002,-0.0013106649235591682,0.0,0.0,0.0033209796916671124,-0.0019472834877387998,0.0007474993647383731,-0.022659543996788385,-0.000204282486576378,-0.0007374235983092401,0.0,-0.011352319169292434,-0.04801485397277582,-0.0014350186712524737,-0.006034284830093384
4,0.0006902806941444573,-0.003235845152968857,0.00014808539023499685,0.014079679517779426,0.08162246024159983,0.010163231633658596,-0.003095969544653669,0.001988163397187667,0.09821976460291128,0.007654055063082252,0.017328813674995378,-0.012770899510493466,0.024018422652820174,-0.0025006918716569417,0.0009293998524089427,0.020537195781571437,-0.0002235926244353374,0.0,0.0,0.0001279773929276977,0.0,-0.0008210920987567261,0.00041871040574455686,0.015797885212861507,-0.00029114252385793434,8.853217463058886e-05,0.0005063284049262278,0.000658900686050495,0.001330565739496412,0.0,-0.0010089509561690294,0.0023971808322156246,0.0,0.00024234644024892312,0.0,0.0,-0.00015859701225268738,0.010058372658441396,-0.0010961029902635886,-0.00043250796536462813,0.0,0.0032394813464146494,-0.0015043310813711087,0.00035515633384854183,0.0038398210046886334,-0.00012454528017443988,-0.0007652857671367646,-0.00042265643844665966,-0.007737177953269036,0.008379747084904488,0.0047832233892418,-0.0039279162883758545
5,0.0,0.0010413360756659786,-0.0030786066306896795,0.0056409027130081175,0.10073149234856982,-0.006235721922544326,0.001834161069553097,0.004087815037816669,0.037118406328530175,0.011394938994965161,0.012444372312793254,-0.015209556462780731,0.027374460921927996,-0.0005350261609057385,0.0,-0.011572041396968836,0.0,0.0,0.0,-0.00035137698496904196,0.0,-0.0007817161969656559,0.0,-0.00911200356499591,0.00020877007418281058,0.0004774905765807931,-0.008931910701090808,0.0007165337119137132,0.0020756001889864297,-0.0004700607164451157,-0.0011663552676844317,0.002139828960371869,0.0,0.0,0.0,0.0,-0.0001429291355165457,-0.0014197080887504237,-0.0011377236954699488,0.0,0.00020549131236698815,0.0032168281461531605,-0.0017572003018560553,0.0006262728214000573,-0.0203152865395977,-0.00035897914263578284,-0.0006007316284154341,0.0,-0.009960322937873013,0.0107446630747864,0.00641490239963565,-0.005552634596824646
6,0.0011802721826403594,-0.0025307297276262646,-0.007047158676615132,-0.00855917323867273,-0.04174786767453258,0.00703756205683889,0.0005486655230914292,-0.001635800478037214,-0.055523680434323444,-0.096381157625188,-0.3097826009246481,0.026189895630015447,0.0163157143402991,-0.004404232648147476,0.0009071816938884626,-0.011449382416083459,0.0003266369017634376,-0.000486677348438217,0.0,-0.00025710910675864673,0.0,0.0,0.0,0.016581908398465434,0.0,0.0008654206672529305,0.0,0.0008038686385922498,0.0011832251692123663,-0.0006996494567613894,-0.0016700929615662285,0.0016133087640007662,0.0,0.0,0.0,0.0,0.0,-0.0005566860909984651,-0.0012111614323261912,0.00038414540416615645,-0.00022923566936378106,0.0025052115102705496,-0.0018577474843240926,0.0,0.004286358978748123,0.0006375773646997298,-0.0012046463155822701,0.0,-0.008530452501384792,0.008779686324277754,-0.0012021306977509085,0.011285960674285889
7,0.0,-0.009645519353190751,0.0015661150520595662,-0.019075024600306446,0.11792602077236125,-0.02287060604444945,-0.006003426860216672,0.0037781878604096772,0.04309791850602907,-0.05634666760594017,-0.1716544090300161,-0.027467499131302826,0.026038694483003326,-0.004145293119864018,0.004380793786118154,0.026891505937111496,-0.0002148466508744805,0.0005755619881079982,0.0,-0.000631263006383154,0.0,-0.0009675725205707936,0.0001810918043784283,0.02146035610792157,0.0005666311729721362,0.000997417137397986,0.0004033961517168125,0.0006979023208123069,0.002343339593586535,-0.00012981455043709105,-0.0015822798751031664,0.002359833238135031,0.0,0.000299694042483306,0.0,0.0,-0.0005031717971889327,0.014307992134218265,-0.0013289896681456638,-0.0007923064014138616,0.0003107367882947225,0.0037880018529575497,-0.0018509491859931492,0.00037053394172179563,0.00472867554033306,-0.0004706261357476888,-0.0010888253407918425,0.0,0.024327633891384183,0.011244610564586286,-0.0006924881625673787,-0.0055890996009111404
8,0.000629036187103465,-0.0019168898612654292,-0.007111334733892465,-0.014894359226796418,-0.007630001253939171,-0.004643546372083073,-0.003550544839362026,0.0024995265977512857,0.024282077332496963,-0.08157273232144385,-0.23855045823905718,-0.015436340187646282,0.021829075412594375,-0.008723859702695815,0.0006460860339762278,-0.013919934041662417,0.0,0.0,0.0,0.0,0.0,-0.0008486070409373032,0.0,0.020743301231443075,0.0005052669003737683,0.0,0.0,0.00046403225344124647,0.0022926313370246424,-0.0006523962487654,-0.0013622764673629172,0.0022709379319754124,0.0,0.0,0.0,0.0,0.008780347725472398,-0.0011835343725939106,-0.0013057670951422224,0.0,0.0,0.003260877760738016,-0.0021091714835215695,0.0005331377988675398,0.005021155256676047,-0.00040850032203940497,-0.0008299699399450295,0.0,-0.010633697888449442,0.010491400886026984,-0.0014760634311715359,0.01291164755821228
9,0.0003296317691005661,-0.0033257425249432894,-0.006064813710507378,-0.012612728909274559,0.0006157257898872519,-0.007443953864879865,0.0002414601278298244,0.002993455348651669,0.005288421138667858,-0.0150732135792117,-0.03527444433734012,-0.003990848239753357,0.027292753717023326,-0.00938606324383247,0.0008571602196117159,-0.013330454142955486,0.0,0.0,0.0,-0.0003089272144335395,0.0,-0.000910913082503892,0.0,0.021653580490603744,0.0001409482198948542,0.000513422780943702,0.0003776633435468487,0.0005567055769062728,0.0023493091697077114,-0.0005512348456022116,-0.001391414992454599,0.0025719541601304193,0.0,0.00018868432310828082,0.0,0.0,-0.0002708268886648442,-0.0016935062309828878,-0.0012840468580322104,0.0009468737262002694,0.0,0.0037299302534864586,-0.0020095406650846746,0.0006151599030652363,0.005219612507176355,-0.00010021396288336485,-0.0007108115474850754,0.0001440706532867119,-0.011218975131073955,0.011583052129761996,-0.001526015138302908,0.01401219516992569
10,-0.005748163748631332,0.0,0.040469220930053125,0.005490435117130478,0.07364091822038193,0.006692529860205678,0.003950267109722819,-0.0050502958172425685,0.14276051512099966,0.018045687853475982,0.028339552579851435,-0.02099784192506367,0.053855555987844694,0.0055927185835405145,-0.0012468388639816363,0.008112717314995514,0.0,0.0,0.0,0.0,0.0009529107596627034,0.0,-0.0011357355539336677,-0.006043617757747354,0.0,0.0,-0.001245605967437128,0.0,-0.012788454977889128,-0.0010007803083763732,0.0,0.0006593643253148111,0.0,0.00139042809203714,0.0,0.0,0.0,0.0,0.0,-0.0018090461293389724,0.0,0.0028187656377893426,0.009019498057383621,0.0025257068245038094,0.0008719212438179703,0.0,0.0,0.0011484348015253962,-0.005635500152198596,0.0036047795852260493,0.0011332751169087002,-0.0006217658519744873
11,0.006905772717807982,-0.000840538934401528,0.06583849107703725,0.00669876890871744,0.02663473536433582,-0.014960370835892443,-0.00568369800323662,-0.007328505582787446,0.0877095062847785,-0.037520258993210015,-0.1382819106241964,-0.020699854784264827,-0.03634975746670176,-0.02369733702113694,-0.001007889643806695,0.015385493689921086,0.0,0.0,0.0,-0.0001364591050729349,0.00020726165232621754,-0.0001393448822928806,0.0004108048296908214,-0.010715610732831705,-0.00018862509802969213,0.0010843002164754871,-0.0016082645237318594,0.0009709152588873386,0.000988684022889189,-0.00140067200176279,0.020434106784211096,0.0018575948613899233,0.0,0.0,0.0,-0.00031923123676581654,-0.0006163230678133702,-0.0006077308852269662,-0.0005149201598566097,-0.0024408395524940125,-0.0002537004048622365,0.003276374659961744,-0.0016105509369120227,0.00411199404071079,-0.00783787068542395,0.00015250533999374504,0.00026424533963096796,0.0011669639903152333,-0.0107545792494949,0.006342171449355451,-0.0010514581894491295,0.006948880851268768
12,-0.001425946956097264,-0.0008276704475822401,-0.00834876588784583,-0.003239872028333025,0.030463146151329744,0.011960058159627739,0.02214763380438428,0.0005321325478208305,-0.005729176304362554,0.02067646662359378,-0.016633705690889417,-0.02141411866636749,-0.07834205130480151,-0.008337916084689433,-0.0005418711870038527,-0.007491505782934828,-9.156070457030304e-05,0.0,0.0,-0.00026446636126893473,0.00016726895873900958,0.0,0.0004142743278763651,-0.011180088708662154,-6.716002996460004e-05,0.0007848005026791485,-0.0011830632442931237,0.0013188901071924048,0.0010413674291635784,-0.0016183724011436665,-0.000661255579600037,-0.013530442779865686,0.0,0.0,0.0,-0.0001526600400050386,-0.0007897615599904789,-0.00033777159311826235,-0.0004773933086548423,-0.0023387999044122312,0.0,0.0032354461601038615,-0.0013714409862186935,0.004063096424519708,0.0015575778552932187,-0.00020472236909666077,0.0017250047034029698,0.0012138879444046856,-0.01100813544117974,0.006450934407048603,-0.0010486026613942215,0.00703536719083786
13,0.0015578770849110743,-0.0007530342981896766,-0.001750143317148532,0.005255842126731855,0.0418916785506875,-0.0012021349867028623,-0.009605387438167643,-0.0008964038703340124,0.05507614675214074,0.04842145147529821,0.13292471605173511,-0.01485389269441101,0.03699070678254955,-0.003216144262721481,0.0,-0.0033945808154947437,0.0,0.0,0.0,-0.0011875451826881382,0.0,0.0006304137471619691,0.0,0.011888992941088488,0.0016363535650979638,0.0016597569192133275,-0.001147741387111176,0.00036188668589753393,0.0005696576953168921,-0.00121471414889016,-0.0013754859857931518,0.0021013966621130508,0.0,-0.0007356386686991753,0.0,-0.0005833602021859836,-0.0012530653039858103,0.0,-0.0011733631301814962,-0.0013422804727487125,0.00031194743583773296,0.001460657009137229,0.010382870755690552,0.0014860698768895569,0.0012726303142422026,0.0,0.0,0.001025779165410621,0.015240692318294422,0.004242732574953844,-0.0006766398930133189,-0.0017136931419372559
